"Date Time","Date Time(RAW)","Traffic Total (volume)","Traffic Total (volume)(RAW)","Traffic Total (speed)","Traffic Total (speed)(RAW)","Traffic In (volume)","Traffic In (volume)(RAW)","Traffic In (speed)","Traffic In (speed)(RAW)","Traffic Out (volume)","Traffic Out (volume)(RAW)","Traffic Out (speed)","Traffic Out (speed)(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"06/19/2017 05:50:00 - 05:55:00","42904.9548611111","112,773,532 KByte","115480096842.8164","3,079,777 kbit/s","384972153.3581","55,061,308 KByte","56382779600.5650","1,503,691 kbit/s","187961394.8080","57,712,224 KByte","59097317242.2514","1,576,086 kbit/s","197010758.5500","0 %","0.0000","100 %","0000009999"
"06/19/2017 05:55:00 - 06:00:00","42904.9583333333","115,862,168 KByte","118642860308.1855","3,164,126 kbit/s","395515752.6025","55,721,830 KByte","57059153699.7305","1,521,730 kbit/s","190216200.6192","60,140,338 KByte","61583706608.4551","1,642,396 kbit/s","205299551.9834","0 %","0.0000","100 %","0000009999"
"06/19/2017 06:00:00 - 06:05:00","42904.9618055556","113,543,939 KByte","116268993622.2016","3,100,713 kbit/s","387589151.3508","52,948,336 KByte","54219095905.1032","1,445,939 kbit/s","180742369.1750","60,595,603 KByte","62049897717.0984","1,654,774 kbit/s","206846782.1758","0 %","0.0000","100 %","0000009999"
"06/19/2017 06:05:00 - 06:10:00","42904.9652777778","120,531,188 KByte","123423936604.0090","3,291,524 kbit/s","411440551.3835","58,906,581 KByte","60320339274.7136","1,608,650 kbit/s","201081202.9959","61,624,607 KByte","63103597329.2954","1,682,875 kbit/s","210359348.3875","0 %","0.0000","100 %","0000009999"
"06/19/2017 06:10:00 - 06:15:00","42904.9687500000","118,241,363 KByte","121079155472.8987","3,229,100 kbit/s","403637548.6645","58,903,489 KByte","60317172903.8311","1,608,619 kbit/s","201077350.7478","59,337,874 KByte","60761982569.0676","1,620,482 kbit/s","202560197.9167","0 %","0.0000","100 %","0000009999"
"06/19/2017 06:15:00 - 06:20:00","42904.9722222222","119,366,061 KByte","122230846205.4323","3,259,815 kbit/s","407476901.7083","58,856,087 KByte","60268633085.9156","1,607,324 kbit/s","200915535.1732","60,509,974 KByte","61962213119.5167","1,652,491 kbit/s","206561366.5350","0 %","0.0000","100 %","0000009999"
"06/19/2017 06:20:00 - 06:25:00","42904.9756944444","118,060,929 KByte","120894391595.8059","3,224,280 kbit/s","403035043.3251","57,765,182 KByte","59151546128.4938","1,577,585 kbit/s","197198113.5101","60,295,748 KByte","61742845467.3120","1,646,695 kbit/s","205836929.8150","0 %","0.0000","100 %","0000009999"
"06/19/2017 06:25:00 - 06:30:00","42904.9791666667","128,177,354 KByte","131253610366.6194","3,500,330 kbit/s","437541203.9690","62,213,782 KByte","63706913239.2089","1,698,964 kbit/s","212370535.4997","65,963,571 KByte","67546697127.4105","1,801,365 kbit/s","225170668.4693","0 %","0.0000","100 %","0000009999"
"06/19/2017 06:30:00 - 06:35:00","42904.9826388889","117,308,118 KByte","120123512345.5068","3,203,614 kbit/s","400451752.9937","58,268,464 KByte","59666907331.3674","1,591,277 kbit/s","198909582.0628","59,039,653 KByte","60456605014.1394","1,612,337 kbit/s","201542170.9309","0 %","0.0000","100 %","0000009999"
"06/19/2017 06:35:00 - 06:40:00","42904.9861111111","118,427,751 KByte","121270017222.2305","3,234,298 kbit/s","404287295.7135","59,768,587 KByte","61203033285.5311","1,632,299 kbit/s","204037315.9272","58,659,164 KByte","60066983936.6994","1,602,000 kbit/s","200249979.7863","0 %","0.0000","100 %","0000009999"
"06/19/2017 06:40:00 - 06:45:00","42904.9895833333","116,617,628 KByte","119416450560.7147","3,184,545 kbit/s","398068104.1392","60,469,220 KByte","61920481436.2962","1,651,268 kbit/s","206408485.0705","56,148,407 KByte","57495969124.4185","1,533,277 kbit/s","191659619.0687","0 %","0.0000","100 %","0000010000"
"06/19/2017 06:45:00 - 06:50:00","42904.9930555556","125,403,535 KByte","128413220119.6962","3,424,467 kbit/s","428058335.6768","66,066,486 KByte","67652081439.9607","1,804,116 kbit/s","225514455.2817","59,337,049 KByte","60761138679.7356","1,620,351 kbit/s","202543880.3951","0 %","0.0000","100 %","0000010000"
"06/19/2017 06:50:00 - 06:55:00","42904.9965277778","134,150,055 KByte","137369656058.4521","3,663,557 kbit/s","457944647.9930","72,292,179 KByte","74027191518.7143","1,974,256 kbit/s","246781983.2607","61,857,876 KByte","63342464539.7378","1,689,301 kbit/s","211162664.7323","0 %","0.0000","100 %","0000009999"
"06/19/2017 06:55:00 - 07:00:00","42905.0000000000","125,883,474 KByte","128904677859.9467","3,437,802 kbit/s","429725232.0564","69,164,974 KByte","70824933327.9654","1,888,854 kbit/s","236106721.7654","56,718,501 KByte","58079744531.9813","1,548,948 kbit/s","193618510.2910","0 %","0.0000","100 %","0000009999"
"06/19/2017 07:00:00 - 07:05:00","42905.0034722222","134,864,675 KByte","138101427613.5774","3,683,073 kbit/s","460384130.4583","74,479,494 KByte","76267001578.7168","2,033,990 kbit/s","254248763.4721","60,385,182 KByte","61834426034.8606","1,649,083 kbit/s","206135366.9862","0 %","0.0000","100 %","0000009999"
"06/19/2017 07:05:00 - 07:10:00","42905.0069444444","139,921,767 KByte","143279889321.6334","3,821,179 kbit/s","477647395.8117","75,993,252 KByte","77817090277.2641","2,075,330 kbit/s","259416242.5485","63,928,515 KByte","65462799044.3693","1,745,849 kbit/s","218231153.2632","0 %","0.0000","100 %","0000009999"
"06/19/2017 07:10:00 - 07:15:00","42905.0104166667","141,701,322 KByte","145102153442.0096","3,869,778 kbit/s","483722217.0284","80,499,676 KByte","82431667853.8360","2,198,398 kbit/s","274799706.1501","61,201,646 KByte","62670485588.1736","1,671,380 kbit/s","208922510.8783","0 %","0.0000","100 %","0000009999"
"06/19/2017 07:15:00 - 07:20:00","42905.0138888889","143,112,739 KByte","146547444874.3903","3,908,062 kbit/s","488507766.5069","82,102,593 KByte","84073054931.1535","2,242,023 kbit/s","280252858.1991","61,010,146 KByte","62474389943.2369","1,666,039 kbit/s","208254908.3077","0 %","0.0000","100 %","0000010000"
"06/19/2017 07:20:00 - 07:25:00","42905.0173611111","146,166,546 KByte","149674542662.1213","3,991,853 kbit/s","498981673.0968","82,862,015 KByte","84850703106.1990","2,262,987 kbit/s","282873393.4731","63,304,531 KByte","64823839555.9223","1,728,866 kbit/s","216108279.6237","0 %","0.0000","100 %","0000009999"
"06/19/2017 07:25:00 - 07:30:00","42905.0208333333","160,397,072 KByte","164246601829.5021","4,380,493 kbit/s","547561680.9891","93,238,376 KByte","95476096821.9609","2,546,369 kbit/s","318296095.5526","67,158,696 KByte","68770505007.5413","1,834,125 kbit/s","229265585.4365","0 %","0.0000","100 %","0000009999"
"06/19/2017 07:30:00 - 07:35:00","42905.0243055556","157,600,171 KByte","161382575346.2899","4,303,822 kbit/s","537977783.0065","92,209,266 KByte","94422288605.7006","2,518,096 kbit/s","314761946.1487","65,390,905 KByte","66960286740.5893","1,785,727 kbit/s","223215836.8578","0 %","0.0000","100 %","0000009999"
"06/19/2017 07:35:00 - 07:40:00","42905.0277777778","162,661,521 KByte","166565397222.1882","4,442,040 kbit/s","555255007.7411","98,997,818 KByte","101373765245.7733","2,703,481 kbit/s","337935079.8246","63,663,703 KByte","65191631976.4149","1,738,559 kbit/s","217319927.9166","0 %","0.0000","100 %","0000009999"
"06/19/2017 07:40:00 - 07:45:00","42905.0312500000","170,986,800 KByte","175090483122.3489","4,669,391 kbit/s","583673855.3315","105,227,614 KByte","107753076508.9198","2,873,607 kbit/s","359200868.4210","65,759,186 KByte","67337406613.4291","1,795,784 kbit/s","224472986.9106","0 %","0.0000","100 %","0000009999"
"06/19/2017 07:45:00 - 07:50:00","42905.0347222222","176,165,937 KByte","180393919270.3304","4,810,986 kbit/s","601373201.5546","108,518,243 KByte","111122681003.7308","2,963,568 kbit/s","370445981.2772","67,647,694 KByte","69271238266.5996","1,847,418 kbit/s","230927220.2774","0 %","0.0000","100 %","0000009999"
"06/19/2017 07:50:00 - 07:55:00","42905.0381944444","181,257,211 KByte","185607384295.6242","4,949,860 kbit/s","618732529.8207","114,533,885 KByte","117282698555.8632","3,127,747 kbit/s","390968393.0791","66,723,326 KByte","68324685739.7611","1,822,113 kbit/s","227764136.7417","0 %","0.0000","100 %","0000009999"
"06/19/2017 07:55:00 - 08:00:00","42905.0416666667","182,207,979 KByte","186580970587.4866","4,975,824 kbit/s","621978033.8272","118,768,399 KByte","121618840578.4975","3,243,385 kbit/s","405423163.4726","63,439,580 KByte","64962130008.9891","1,732,439 kbit/s","216554870.3547","0 %","0.0000","100 %","0000009999"
"06/19/2017 08:00:00 - 08:05:00","42905.0451388889","189,449,717 KByte","193996510388.4654","5,173,585 kbit/s","646698147.8381","122,531,359 KByte","125472111949.0549","3,346,146 kbit/s","418268257.7140","66,918,358 KByte","68524398439.4106","1,827,439 kbit/s","228429890.1240","0 %","0.0000","100 %","0000009999"
"06/19/2017 08:05:00 - 08:10:00","42905.0486111111","195,802,426 KByte","200501684453.7423","5,347,068 kbit/s","668383507.0796","124,717,828 KByte","127711056147.3235","3,405,855 kbit/s","425731902.6179","71,084,598 KByte","72790628306.4189","1,941,213 kbit/s","242651604.4617","0 %","0.0000","100 %","0000009999"
"06/19/2017 08:10:00 - 08:15:00","42905.0520833333","200,018,281 KByte","204818719829.8221","5,462,379 kbit/s","682797345.8340","131,107,928 KByte","134254518243.0599","3,580,479 kbit/s","447559816.7919","68,910,353 KByte","70564201586.7622","1,881,900 kbit/s","235237529.0421","0 %","0.0000","100 %","0000009999"
"06/19/2017 08:15:00 - 08:20:00","42905.0555555556","206,950,767 KByte","211917585634.3170","5,651,512 kbit/s","706439048.0509","135,548,456 KByte","138801619270.3710","3,701,623 kbit/s","462702911.0953","71,402,311 KByte","73115966363.9460","1,949,889 kbit/s","243736136.9556","0 %","0.0000","100 %","0000009999"
"06/19/2017 08:20:00 - 08:25:00","42905.0590277778","204,552,177 KByte","209461429572.1437","5,586,011 kbit/s","698251315.3282","135,057,495 KByte","138298874860.0179","3,688,216 kbit/s","461026984.6657","69,494,682 KByte","71162554712.1258","1,897,795 kbit/s","237224330.6625","0 %","0.0000","100 %","0000009999"
"06/19/2017 08:25:00 - 08:30:00","42905.0625000000","219,239,449 KByte","224501195764.5380","5,987,497 kbit/s","748437110.8299","144,821,562 KByte","148297279810.8555","3,955,121 kbit/s","494390184.7275","74,417,887 KByte","76203915953.6825","2,032,375 kbit/s","254046926.1024","0 %","0.0000","100 %","0000009999"
"06/19/2017 08:30:00 - 08:35:00","42905.0659722222","215,679,967 KByte","220856285879.8027","5,890,090 kbit/s","736261245.7239","141,799,985 KByte","145203184381.2073","3,872,472 kbit/s","484059020.5061","73,879,982 KByte","75653101498.5953","2,017,618 kbit/s","252202225.2178","0 %","0.0000","100 %","0000009999"
"06/19/2017 08:35:00 - 08:40:00","42905.0694444444","212,951,184 KByte","218062012754.5846","5,815,375 kbit/s","726921837.3044","140,974,564 KByte","144357953311.2243","3,849,802 kbit/s","481225259.3880","71,976,621 KByte","73704059443.3604","1,965,573 kbit/s","245696577.9164","0 %","0.0000","100 %","0000009999"
"06/19/2017 08:40:00 - 08:45:00","42905.0729166667","211,494,645 KByte","216570516638.3057","5,775,599 kbit/s","721949852.1178","140,860,981 KByte","144241644693.6103","3,846,700 kbit/s","480837538.1479","70,633,664 KByte","72328871944.6954","1,928,899 kbit/s","241112313.9699","0 %","0.0000","100 %","0000009999"
"06/19/2017 08:45:00 - 08:50:00","42905.0763888889","220,912,267 KByte","226214161380.0430","6,032,981 kbit/s","754122616.8618","149,864,593 KByte","153461342760.5543","4,092,712 kbit/s","511588968.0987","71,047,674 KByte","72752818619.4887","1,940,269 kbit/s","242533648.7632","0 %","0.0000","100 %","0000009999"
"06/19/2017 08:50:00 - 08:55:00","42905.0798611111","229,550,063 KByte","235059264181.4670","6,268,665 kbit/s","783583119.4795","155,992,662 KByte","159736485779.4488","4,259,924 kbit/s","532490451.9616","73,557,401 KByte","75322778402.0183","2,008,741 kbit/s","251092667.5179","0 %","0.0000","100 %","0000009999"
"06/19/2017 08:55:00 - 09:00:00","42905.0833333333","224,600,951 KByte","229991374013.1329","6,133,717 kbit/s","766714584.8356","151,101,103 KByte","154727529936.3050","4,126,480 kbit/s","515810014.1224","73,499,848 KByte","75263844076.8279","2,007,237 kbit/s","250904570.7132","0 %","0.0000","100 %","0000009999"
"06/19/2017 09:00:00 - 09:05:00","42905.0868055556","224,024,484 KByte","229401072043.1272","6,117,974 kbit/s","764746714.8152","149,048,904 KByte","152626077601.9580","4,070,436 kbit/s","508804472.4538","74,975,581 KByte","76774994441.1692","2,047,538 kbit/s","255942242.3615","0 %","0.0000","100 %","0000009999"
"06/19/2017 09:05:00 - 09:10:00","42905.0902777778","219,302,690 KByte","224565954760.7133","5,988,825 kbit/s","748603089.4083","147,935,901 KByte","151486362733.7572","4,039,906 kbit/s","504988208.3264","71,366,789 KByte","73079592026.9561","1,948,919 kbit/s","243614881.0819","0 %","0.0000","100 %","0000009999"
"06/19/2017 09:10:00 - 09:15:00","42905.0937500000","229,865,779 KByte","235382557272.3491","6,277,705 kbit/s","784713152.6615","155,967,074 KByte","159710283286.7050","4,259,509 kbit/s","532438602.7694","73,898,705 KByte","75672273985.6440","2,018,196 kbit/s","252274549.8921","0 %","0.0000","100 %","0000009999"
"06/19/2017 09:15:00 - 09:20:00","42905.0972222222","226,343,792 KByte","231776042746.9147","6,181,313 kbit/s","772664075.5639","153,047,572 KByte","156720713568.2836","4,179,637 kbit/s","522454624.0233","73,296,220 KByte","75055329178.6311","2,001,676 kbit/s","250209451.5406","0 %","0.0000","100 %","0000009999"
"06/19/2017 09:20:00 - 09:25:00","42905.1006944444","227,114,521 KByte","232565269260.5840","6,202,154 kbit/s","775269248.8185","152,389,140 KByte","156046479573.2246","4,161,517 kbit/s","520189611.2182","74,725,381 KByte","76518789687.3595","2,040,637 kbit/s","255079637.6004","0 %","0.0000","100 %","0000009999"
"06/19/2017 09:25:00 - 09:30:00","42905.1041666667","226,991,118 KByte","232438904610.6299","6,198,784 kbit/s","774848005.2358","155,159,170 KByte","158882990024.7100","4,237,162 kbit/s","529645276.4341","71,831,948 KByte","73555914585.9199","1,961,622 kbit/s","245202728.8017","0 %","0.0000","100 %","0000009999"
"06/19/2017 09:30:00 - 09:35:00","42905.1076388889","232,531,620 KByte","238112379349.7947","6,350,087 kbit/s","793760848.5559","158,121,941 KByte","161916867560.0310","4,318,071 kbit/s","539758875.7918","74,409,679 KByte","76195511789.7637","2,032,016 kbit/s","254001972.7641","0 %","0.0000","100 %","0000009999"
"06/19/2017 09:35:00 - 09:40:00","42905.1111111111","232,914,311 KByte","238504254136.4653","6,360,537 kbit/s","795067184.9339","158,427,866 KByte","162230134505.1697","4,326,425 kbit/s","540803168.5618","74,486,445 KByte","76274119631.2956","2,034,112 kbit/s","254264016.3721","0 %","0.0000","100 %","0000009999"
"06/19/2017 09:40:00 - 09:45:00","42905.1145833333","230,967,003 KByte","236510210955.4180","6,307,570 kbit/s","788446214.4728","156,764,109 KByte","160526447364.8976","4,281,133 kbit/s","535141672.0502","74,202,894 KByte","75983763590.5205","2,026,436 kbit/s","253304542.4226","0 %","0.0000","100 %","0000009999"
"06/19/2017 09:45:00 - 09:50:00","42905.1180555556","227,809,768 KByte","233277202727.9507","6,221,348 kbit/s","777668442.6041","154,564,616 KByte","158274166387.7801","4,221,067 kbit/s","527633317.9577","73,245,153 KByte","75003036340.1706","2,000,281 kbit/s","250035124.6464","0 %","0.0000","100 %","0000009999"
"06/19/2017 09:50:00 - 09:55:00","42905.1215277778","227,953,657 KByte","233424544365.0308","6,225,485 kbit/s","778185572.6265","154,889,659 KByte","158607010709.1605","4,230,084 kbit/s","528760537.1021","73,063,998 KByte","74817533655.8703","1,995,400 kbit/s","249425035.5243","0 %","0.0000","100 %","0000009999"
"06/19/2017 09:55:00 - 10:00:00","42905.1250000000","229,893,035 KByte","235410467375.5574","6,278,240 kbit/s","784780035.9221","156,840,740 KByte","160604917903.4939","4,283,226 kbit/s","535403266.6716","73,052,294 KByte","74805549472.0635","1,995,014 kbit/s","249376769.2505","0 %","0.0000","100 %","0000009999"
